date,headline
17/07/2020,"COVID-19 guidelines: FG probes Fintiri, Yari, publisher "
17/07/2020,Endometrium abnormality as a cause of infertility 
17/07/2020,"Embrace telemedicine, expert advises healthcare providers "
17/07/2020,Bayern star Thiago Alcantara set to join Liverpool 
17/07/2020,Akinola hat-trick lifts Toronto over Thierry Henry’s Montreal 
17/07/2020,Messi predicts Champions League failure if Barca fail to change 
18/07/2020,"NAF opens investigation into Arotile’s death, two suspects held "
18/07/2020,I did plastic surgeries to enhance my flat buttocks –Cossy Ojiakor 
18/07/2020,"Auntie made me drink ‘toilet water’, burnt my private parts with lighter — Kaduna girl, 14, allegedly tortured by deaconess "
18/07/2020,"So This Happened (Ep 48) reviews kid hero who saved sister from dogs, missing Lagos nurse found in Osun hotel "
18/07/2020,VIDEO: Tanker accident causes gridlock on Lagos-Ibadan Expressway 
18/07/2020,VIDEO: Newly born abandoned in Ogun 
18/07/2020,"Outrage as Dangote truck kills one, injures three in Ogun "
18/07/2020,Three die in Minna road crash 
18/07/2020,Fire guts petrol-laden tanker in Lagos 
18/07/2020,"Factory worker kills mate over N13m, steals N2.2m from account "
18/07/2020,Three policemen chasing hoodlums drown in Oyo 
18/07/2020,Woman allegedly commits suicide after fighting with husband 
18/07/2020,Family seeks help for seven-year-old girl with twisted neck 
18/07/2020,Abandoned twins found dead in Calabar dustbin 
18/07/2020,"I received N500, food for killing six persons — Ibadan suspect "
18/07/2020,Ekiti PDP crisis: Fayose-backed exco wins as court dismisses pro-Olujimi’s suit 
18/07/2020,"Gov Poll: Few days to primary, Ondo APC still in turbulence "
18/07/2020,APC lawmaker under fire for abusing Buhari 
18/07/2020,NASS gets new clerks as commission retires Sani-Omolori 
18/07/2020,"Edo election: 35 parties collapse structure, support Obaseki  "
18/07/2020,Ondo primary: Aspirants don’t dictate to party —Yahaya Bello 
18/07/2020,Senate seeks four-month ban for VIPs flouting airport protocols 
18/07/2020,"NIWA, LASWA issue new guidelines to boat operators "
18/07/2020,"Nigeria’s inflation rises to 12.56%, food prices surge "
18/07/2020,Downstream oil sector needs favourable policies — FBNQuest 
18/07/2020,Operators move to halt building collapses nationwide 
18/07/2020,FG inaugurates WTO campaign team for Okonjo-Iweala 
18/07/2020,"COVID-19 guidelines: FG probes Fintiri, Yari, publisher "
18/07/2020,Endometrium abnormality as a cause of infertility 
18/07/2020,"Embrace telemedicine, expert advises healthcare providers "
18/07/2020,Former Man Utd forward Dawson dies at 80 
18/07/2020,"Forget revenge talk against Man Utd, Lampard tells Chelsea "
18/07/2020,"Unpaid salaries: Our families are suffering, laments Ilechukwu "
19/07/2020,Buhari extends NSCDC CGs tenure by sixmonths
19/07/2020,"2020 UTME: Admission exercise begins August 21, says JAMB"
19/07/2020,Falana lauds Wike for preventing ex-NDDC MDs arrest
19/07/2020,"FG, states, LGs share N651.18bn in June"
19/07/2020,"Ill return Edo to APC, says Oshiomhole"
19/07/2020,Messi score brace as Barca thrash Alaves
19/07/2020,Spurs dent Leicesters Champions League hopes
19/07/2020,15 soldiers feared killed in Katsina ambush
19/07/2020,Dont bury Arotile until after investigation Adegboruwa
19/07/2020,EPL: Southampton push Bournemouth closer to relegation
19/07/2020,Ligue 1: Monaco confirm coach Morenos exit
19/07/2020,"[UPDATED] Arotile: NAF releases findings, names driver, transfers case to police"
19/07/2020,"[BREAKING] Arotile: NAF releases findings, names driver, transfers case to police"
19/07/2020,"EPL: Huddersfield sack manager, Cowley"
19/07/2020,"I made Akeredolu, APC win 2016 election Deputy gov"
19/07/2020,"Foreign Affairs minister, Onyeama, contracts COVID-19"
19/07/2020,"Buhari congratulates ex-minister, Jemibewon, at 80"
19/07/2020,Five killed in Sierra Leone riot
19/07/2020,"NDDC: SERAP asks Buhari to suspend Akpabio, set up panel"
19/07/2020,COVID-19: 134 Nigerians return home from Sudan
19/07/2020,"VIDEO: Ron Kenoly, TY Bello, Tope Alabi, others perform at Ibidun Ighodalos posthumous 40th birthday"
19/07/2020,"Three dead, many injured in Canadian glacier accident"
19/07/2020,Explosion rocks Iran power plant
19/07/2020,Osun records four new COVID-19 cases
19/07/2020,NNPC suffers 47% drop in petrol sales revenue
19/07/2020,"Dont be angry with me, Im talking to my children, Adeboye replies critics"
19/07/2020,Victims played with grenade before explosion Katsina police
19/07/2020,"[VIDEO] Magus pastor speaks: Ibrahim Magu is my son, I cant deny him"
19/07/2020,CCTV reveals Gokada founders ex-PA buying electric saw
19/07/2020,Police abandoned my husband in hospital after shooting him Wife of estate valuer shot by Oyo cops
19/07/2020,"Four dead, five injured in Cambodian gas explosion"
19/07/2020,COVID-19: UK PM gives condition for fresh total lockdown
19/07/2020,Two killed as gunmen attack Johannesburg airport
19/07/2020,28 football club members contract COVID-19 in Zambia
19/07/2020,My sister died from infection contracted during Dr Anus surgery Relative
19/07/2020,"I would not wish civil war experience for my enemy Nwosu, 81-year-old Imo monarch"
19/07/2020,"Reserving NBA presidency for SANs not constitutional Obiagwu, SAN"
19/07/2020,The best chefs are men Mike Abdul
19/07/2020,"As kid, I scavenged my village for scraps, to make gadgets Varsity student who built hybrid generator"
19/07/2020,Evaluating the Adesina era at AfDB
19/07/2020,Mortality rate among pregnant women with sickle cell anaemia reducing Expert
19/07/2020,Akpabios uncommon misogyny
19/07/2020,The medicinal values of scent leaf (Ocimum gratissimum)
19/07/2020,The meaning of community transmission
19/07/2020,"I couldnt stand seeing my wife give birth Habila, Dogaras ex-aide"
19/07/2020,NCC licenses 18 new ISPs in six months
19/07/2020,"[VIDEO] Roadblock sermon: Bribe-seeking policeman claims God supports robbery, stealing"
19/07/2020,"Blogger, others threatening to stone me to death Doctor whose patient died after cosmetic surgery"
19/07/2020,Ondo poll: PDP chieftain asks court to disqualify deputy gov
19/07/2020,"As rape assumes epidemic proportions nationally, mental health experts speak on why men rape"
19/07/2020,"Ondo: Over 4,500 delegates for APC, PDP primaries this week"
19/07/2020,"Consider your safety, senior physicians warn 58 UK-bound doctors"
19/07/2020,Conceiving six months after CS may cause uterine rupture Physicians
19/07/2020,Dexamethasone: How Nigerians use COVID-19 drug for weight gain
19/07/2020,Edo/Ondo polls: INEC trains security agents to tackle vote-buying
19/07/2020,"Ekiti APC, PDP disagree over party exco"
19/07/2020,House of commotion: Buharis appointees and the endless battles from within
19/07/2020,Edo poll: INEC releases final list of gov candidates
19/07/2020,NDDC: Whom shall we trust
20/07/2020,We gave indigenes N340m to help inspectors ‘identify’ projects – NDDC director 
20/07/2020,"Pondei has been sick for two weeks, says NDDC  "
20/07/2020,Ex-NDDC MD Nunieh has no NYSC certificate – Akpabio  
20/07/2020,"VIDEO: Members of the National Assembly, the greatest beneficiaries of contracts from the NDDC – Akpabio "
20/07/2020,VIDEO: Acting NDDC boss collapses during House hearing 
20/07/2020,"VIDEO: Ngozi Okonjo-Iweala, others share vision for World Trade Organisation "
20/07/2020,Police arrest suspected killer cop in Abia 
20/07/2020,Outrage as Indian college hires guards to beat up Nigerian student 
20/07/2020,32-year-old man commits suicide in Lagos 
20/07/2020,"Hoodlums arrested after robbing Anambra businessman of dollars, Euro "
20/07/2020,Delta prince arrested over alleged murder 
20/07/2020,Three Fulani teenagers arrested for Ogun highway robbery 
20/07/2020,Ondo woman conspires with lover to kill ex-boyfriend 
20/07/2020,Youths set ablaze suspected kidnapper’s house in Ondo 
20/07/2020,"Market demolition: Enugu traders accuse police, LG chair of intimidation "
20/07/2020,APC primary: Two more aspirants step down for Akeredolu 
20/07/2020,APC primary: I’ve lost confidence in process —Kekemeke 
20/07/2020,"Ondo: APC primary’ll hold today, Bello insists as Abraham pulls out "
20/07/2020,"We must return Edo to APC, says Oshiomhole "
20/07/2020,COVID-19 stopping Russian engineers to work on Ajaokuta – Administrator 
20/07/2020,I won 2016 election for Akeredolu –Deputy gov 
20/07/2020,CBN retains benchmark interest rate at 12.5% 
20/07/2020,"Lockdown, physical distancing almost shut down economy – FG "
20/07/2020,Investment commitment dipped by $10.9bn in H1 – NIPC 
20/07/2020,AMCON develops strategies to recover N5tn debt 
20/07/2020,Eti-Osa isolation centre set for closure 
20/07/2020,"FG, states, LGs’ borrowing from banks hits N954.27bn "
20/07/2020,Unregulated online drug stores may compound Nigeria’s supply chain —PCN registrar 
20/07/2020,"Consider your safety, senior physicians warn 58 UK-bound doctors "
20/07/2020,Conceiving six months after CS can cause uterine rupture —Physicians 
20/07/2020,McGregor doesn’t want to fight me —Usman 
20/07/2020,"Nigerian Bordeaux forward, Kalu, tests positive for COVID-19 "
20/07/2020,EPL: Villians target survival against Gunners 
20/07/2020,Nigerians’ Growing Love For Yoghurt Variants 
20/07/2020,Cyber Risk: Staying Aware In The Middle Of A Pandemic 
20/07/2020,Subscribe To Epunch 
21/07/2020,"Senate in emergency closed session over 774, 000 jobs "
21/07/2020,"Buhari, Jonathan meet inside Aso Rock "
21/07/2020,"NDDC controversial probe: More drama as MD faints at hearing, Reps, Akpabio clash, exchange words "
21/07/2020,"VIDEO: NDDC officials paid themselves, monies meant for students – Kolawole Johnson "
21/07/2020,"VIDEO: Members of the National Assembly, the greatest beneficiaries of contracts from the NDDC – Akpabio "
21/07/2020,VIDEO: Acting NDDC boss collapses during House hearing 
21/07/2020,Gunmen kidnap Catholic priest in Enugu 
21/07/2020,Man in court for stealing policeman’s motorcycle 
21/07/2020,Nigerian entrepreneur commits suicide over rape accusation in US 
21/07/2020,Osun man jailed one month for stealing plantain 
21/07/2020,Mob kills suspected car snatcher in Delta 
21/07/2020,Police arrest motorcycle thieves in Ogun 
21/07/2020,"Gunmen attack Akwa Ibom communities, kill two, abduct one "
21/07/2020,Road users excited as Ekiti reconstructed bridge reopens 
21/07/2020,"Community decries lack of power supply, seeks Abiodun’s intervention "
21/07/2020,"774,000 jobs: Senate asks NDE to take over recruitment from Keyamo "
21/07/2020,"Alaibe’s congratulatory message insulting, unacceptable – Diri "
21/07/2020,"PDP primary: Ondo deputy gov not a threat, says Jegede "
21/07/2020,Oath taking in viral video unsettles Ekiti PDP 
21/07/2020,Britain didn’t manipulate 1959 general elections –Yakasai 
21/07/2020,"Akeredolu beats seven contenders, wins APC ticket for Oct poll "
21/07/2020,"Nigeria’s rating suffers blow from COVID-19, oil shock – Fitch "
21/07/2020,"Compensation list from Taraba stalls 3,050MW Mambilla project "
21/07/2020,Forex uncertainty worries businesses as CBN retains 12.5% interest rate 
21/07/2020,NNPC raises August selling prices of crude oil 
21/07/2020,"Healthcare intervention gulps N26.28bn, says CBN "
21/07/2020,Access Bank completes acquisition of Kenyan bank 
21/07/2020,Unregulated online drug stores may compound Nigeria’s supply chain —PCN registrar 
21/07/2020,"Consider your safety, senior physicians warn 58 UK-bound doctors "
21/07/2020,Conceiving six months after CS can cause uterine rupture —Physicians 
21/07/2020,Bittersweet tales for Nigerians as European season ends 
21/07/2020,Deportivo relegated in Spain after COVID-19 scare 
21/07/2020,"Record-breaking Ronaldo extraordinary, says Sarri "
21/07/2020,Nigerians’ Growing Love For Yoghurt Variants 
21/07/2020,Cyber Risk: Staying Aware In The Middle Of A Pandemic 
21/07/2020,Subscribe To Epunch 
22/07/2020,"Italian police bust Nigerian cult gang, arrest 15 "
22/07/2020,"Recovered vehicles auctioned to Presidential Villa, ministries – Magu "
22/07/2020,"Detention:  Release tape of Funtua’s visit, Sowore dares Garba Shehu "
22/07/2020,VIDEO: Gbajabiamila gives Akpabio 48 hours to name lawmakers who received NDDC contracts 
22/07/2020,"VIDEO: NDDC officials paid themselves, monies meant for students – Kolawole Johnson "
22/07/2020,"VIDEO: Members of the National Assembly, the greatest beneficiaries of contracts from the NDDC – Akpabio "
22/07/2020,"Italian police bust Nigerian cult gang, arrest 15 "
22/07/2020,"Gunmen kidnap Nasarawa monarch, demand N7m "
22/07/2020,"Man, 35, bags life imprisonment for defiling two-year-old girl "
22/07/2020,Tragedy averted as petrol-laden tankers spill content in Lagos 
22/07/2020,Command detains Lagos inspector for service pistol abuse 
22/07/2020,"Truck kills father, son in Kogi "
22/07/2020,38-year-old Delta man jailed 12 years for human trafficking 
22/07/2020,Police arrest suspected killers of Abuja pharmacist 
22/07/2020,"Benue court remands man, 46, for raping 13-year-old girl "
22/07/2020,"2,111 Ondo PDP delegates elect gov candidate today "
22/07/2020,"Again, court refuses to suspend Okorocha’s probe "
22/07/2020,"Edo not Oshiomhole’s property, says South-South PDP vice-chair "
22/07/2020,Court strikes out PDP’s suit against Ogun congresses 
22/07/2020,APC primary: Appeal panel begins sitting Wednesday 
22/07/2020,"Assembly honours Braimoh, writes INEC "
22/07/2020,Federal Govt records N1.46tn revenue deficit in Q1 
22/07/2020,FG plans N4.28tn loan for N12.66tn 2021 budget 
22/07/2020,Reps probe CBN over COVID-19 loans 
22/07/2020,"Minister okays new guidelines for courier, logistics services "
22/07/2020,NCC seeks resolution to banks/telcos USSD dispute 
22/07/2020,"Reps review oil spills , FG’s clean-up projects "
22/07/2020,Unregulated online drug stores may compound Nigeria’s supply chain —PCN registrar 
22/07/2020,"Consider your safety, senior physicians warn 58 UK-bound doctors "
22/07/2020,Conceiving six months after CS can cause uterine rupture —Physicians 
22/07/2020,Ighalo key to United’s Top 4 chase – Solskjaer 
22/07/2020,NFF lauds Egbo over ‘exemplary’ feat 
22/07/2020,Fans back Nwakali to shine in LaLiga 
23/07/2020,Arotile’s body arrives military cemetery  
23/07/2020,"774,000 jobs: Keyamo will supervise recruitment, labour ministry replies National Assembly "
23/07/2020,"Jegede wins Ondo PDP ticket, battles Akeredolu in Oct poll "
23/07/2020,"VIDEO: So This Happened (Ep 49) reviews NDDC drama, BBNaija, Uzbekistan’s offer of $3000 to tourists who contract COVID-19 "
23/07/2020,VIDEO: Ngige in war of words with Faleke 
23/07/2020,VIDEO: Gbajabiamila gives Akpabio 48 hours to name lawmakers who received NDDC contracts 
23/07/2020,Man arrested for son’s alleged crime dies in police custody 
23/07/2020,Nigerian entrepreneur shot himself over rape allegation – US police 
23/07/2020,UNIBEN lecturer killed as bribe-seeking policeman drags steering with driver 
23/07/2020,Guard bags nine-year imprisonment for defiling Edo seven-year-old girl 
23/07/2020,"Hoodlums abduct businesswoman, man on Ondo highway "
23/07/2020,"Ebonyi three-storey building collapses, govt orders engineer’s arrest "
23/07/2020,"Erosion washes away 10 Akwa Ibom houses, threatens 50 others "
23/07/2020,"Police parade 217 kidnappers, bandits, others in Kaduna "
23/07/2020,Three women arrested for child trafficking in Rivers 
23/07/2020,APC can’t hide under Buhari’s integrity in 2023 – Udoedeghe 
23/07/2020,"Don’t waste money on 2023 presidency, MASSOB tells Igbo "
23/07/2020,"You’re the headquarters of corruption, PDP replies APC "
23/07/2020,"Jegede wins Ondo PDP ticket, battles Akeredolu in Oct poll "
23/07/2020,"I’m on same level with Tinubu, Ngige tells Faleke "
23/07/2020,Funtua got appointments for female politicians – Aisha Buhari 
23/07/2020,FG’s July bonds oversubscribed by N340.13bn 
23/07/2020,"MAN, LCCI decry inaccessible N50bn COVID-19 loan "
23/07/2020,Oil falls to $43 as US crude inventories rise 
23/07/2020,"Oyo plans N100bn-bond for roads, airport, APC faults Makinde "
23/07/2020,"Customs promote 2,634 officers "
23/07/2020,Equity market records marginal loss 
23/07/2020,Unregulated online drug stores may compound Nigeria’s supply chain —PCN registrar 
23/07/2020,"Consider your safety, senior physicians warn 58 UK-bound doctors "
23/07/2020,Conceiving six months after CS can cause uterine rupture —Physicians 
23/07/2020,Mba’s lifestyle affected his career – Amokachi 
23/07/2020,"EPL title: It’s an absolutely great moment, says Klopp "
23/07/2020,Napoli to announce Osimhen deal on Friday 
23/07/2020,"GTBank Marks 10 Years of Autism Advocacy, Holds Annual Autism Conference July 27th- 28th "
23/07/2020,Subscribe To Epunch 
23/07/2020,Download the new PUNCH app 
24/07/2020,"Ondo poll: Im not leaving PDP, says dep gov"
24/07/2020,"UPDATED: Dogara dumps PDP again, returns to APC"
24/07/2020,Edo environment commissioner resigns
24/07/2020,Money laundering: Abuja Court summons Diezani for trial
24/07/2020,"Man, 30, jailed 20 years for defrauding Taiwanese"
24/07/2020,Navy discovers illegal refinery in Rivers
24/07/2020,Police clear DBanj as Seyitan withdraws rape petition
24/07/2020,EPL 2020/21 season starts September 12
24/07/2020,FG asks civil servants to take COVID-19 test
24/07/2020,We cant afford N300bn N-Power beneficiaries demands FG
24/07/2020,UPDATED: One rescued as three-storey building collapses in Lagos
24/07/2020,Insecurity: PDP asks Buhari to resign
24/07/2020,"UPDATED: Three-storey building collapses in Ebute Metta, Lagos"
24/07/2020,Liverpools Henderson crowned football writers player of the year
24/07/2020,"BREAKING: Many trapped as building collapses in Ebute Metta, Lagos"
24/07/2020,Liverpool star Fabinhos house burgled while Reds celebrate EPL victory
24/07/2020,"Two arrested for alleged rape, murder of neighbours wife"
24/07/2020,Burkina Faso star Bance quits international football
24/07/2020,Scottish giants Rangers agree deal for Balogun
24/07/2020,"Nigerians now citizens without govt, says Secondus"
24/07/2020,Solskjaer wants Man Utd to dominate Leicester
24/07/2020,US accuses Russia of firing anti-satellite weapon in space
24/07/2020,Presidency denies dissolving NDDC Interim Management Committee
24/07/2020,"VIDEO: LASEPA shutdown bars, lounges flouting COVID-19 regulations"
24/07/2020,Bill Gates denies inventing COVID-19
24/07/2020,VIDEO: Npower beneficiaries protest in Abuja over unpaid stipends
24/07/2020,"Arotile: NAF transfers case, suspects to police today"
24/07/2020,"COVID-19: AfDB donates $285m to Mali, four others"
24/07/2020,South Korea to allow fans at football stadiums
24/07/2020,Mali crisis: Buharis meeting with other leaders ends in stalemate
24/07/2020,Why there was no autopsy on Arotile Nigerian Air Force
24/07/2020,Man bags 15 years over plan to bomb White House
24/07/2020,Ex-Tanzanian president Mkapa dies at 81
24/07/2020,Florida man arrested for pulling gun when asked to wear mask
24/07/2020,VIDEO: Police probe policemen in viral sexual harassment video
24/07/2020,"China fights back, shuts US consulate in Chengdu"
24/07/2020,Check that anger before it hurts you
24/07/2020,"Police probe cops extorting N100,000 from youths"
24/07/2020,Senate begins eight-week recess
24/07/2020,"Benue seizes 230 cows, arrests four herdsmen"
24/07/2020,"Edo, security agents meet to mop up arms"
24/07/2020,"Jegede talks tough, vows to end Akeredolus reign"
24/07/2020,"Ex-acting APC chair, Eta, seeks end to litigation"
24/07/2020,IYC demands date for Bayelsa senatorial bye-elections
24/07/2020,NDDC as site of predatory capture
24/07/2020,Niger deputy speaker resigns
24/07/2020,"FMC Abeokuta: Patients cry out over workers negligence, hostility"
24/07/2020,Weve identified plans to generate N18tn revenue FG
24/07/2020,"LCCI, expert worry as debt profile rises by 127%"
24/07/2020,"CAC bars customers from its Lagos, Abuja offices"
24/07/2020,Nigeria lost $1.4bn to chemical importation in 2019 NARICT
24/07/2020,Manufacturers seek viable alternatives to Third Mainland Bridge
24/07/2020,"33 states partner FG on water, sanitation development"
24/07/2020,"Ethical companies likely to survive after COVID-19, says IoD"
24/07/2020,"Stakeholders stalling Apapa congestion clearing, says Opeifa"
24/07/2020,WASSCE: FG considers Nov/Dec GCE option
24/07/2020,Women protest Southern Kaduna killings half naked
24/07/2020,"Number of Nigerian doctors in United Kingdom rises to 7,875"
24/07/2020,I rejected Funtuas request that Sowore begged Buhari Falana
24/07/2020,Policemen sack FCT mobile court for arresting colleagues
25/07/2020,Relegated Norwich face City at Etihad
25/07/2020,Bournemouth seek slim survival hopes at Everton
25/07/2020,Flood sweeps away five family members in Abuja
25/07/2020,"Edo 2020: I wont resort to lawlessness like APC, says Obaseki"
25/07/2020,Managerless Watford visit Arsenal for relegation survival
25/07/2020,Student arrested for opening Jonathan parody account denied access to lawyers
25/07/2020,EPL: Villa hope to avoid last matchday voodoo
25/07/2020,"Leicester, United in battle for Top 4 slot"
25/07/2020,"Chelsea, Wolves vie for Euro places"
25/07/2020,Juventus target ninth successive title against Sampdoria
25/07/2020,Spurs eye sixth position against Palace
25/07/2020,"Rainstorm kills seven, destroys houses in Niger"
25/07/2020,COVID-19: Buhari urges Nigerians abroad to support economic recovery
25/07/2020,Resident doctors threaten fresh strike Aug 17
25/07/2020,"Release our members, MASSOB tells police"
25/07/2020,"Abdulrazaqs death, loss to Nigeria, APC govs mourn"
25/07/2020,"Abuja-Kaduna train service resumes July 29, says minister"
25/07/2020,Buhari mourns Kwara govs father
25/07/2020,Somali parliament removes prime minister Khaire
25/07/2020,"Saraki, others condole with Kwara gov over fathers death"
25/07/2020,"Ibrahimovic dismisses retirement talk, says hes just warming up"
25/07/2020,Brazilian president recovers from COVID-19
25/07/2020,Musician Amadi loses father to Kaduna herdsmen attack
25/07/2020,Osimhen will surpass Maradonas feat at Napoli Pinnick
25/07/2020,"Third Mainland Bridge: Were observing traffic situation, says Lagos commissioner"
25/07/2020,Gunmen kill 20 farmers in Sudan
25/07/2020,"Again, gunmen attack Southern Kaduna communities, kill nine"
25/07/2020,"Buhari delighted with Osimhens imminent Napoli move, says ambassador"
25/07/2020,"7, 700 Nigerians sign petition to scrap new NIPOST charges"
25/07/2020,Roma target Moses swoop
25/07/2020,Parents best gift to children
25/07/2020,"Its tough choosing between Nigeria, England, says Saka"
25/07/2020,US Navy praises Nigerian-born officer for managing $45m
25/07/2020,"Hausa traders, hoodlums clash in Osogbo"
25/07/2020,Marshal Plan: Heres the president to follow
25/07/2020,"NDDC probe: Sack Akpabio, Pondei, Fayose tells Buhari"
25/07/2020,Minister orders NIPOST to suspend new charges
25/07/2020,Osimhen set for record move as Napoli agree 60m deal
25/07/2020,"EPL kick-off: City, three others may resume later"
25/07/2020,FC Barcelona legend Xavi contracts COVID-19
25/07/2020,Mbappe on crutches as PSG win French Cup
25/07/2020,"Magu probe an achievement, says Malami"
25/07/2020,"COVID-19: France to quarantine travellers from US, 15 others"
25/07/2020,Arsenal defender Mustafi to miss FA Cup final for second time
25/07/2020,Foreign students wont be admitted for online programmes US
25/07/2020,"Twitter, Facebook block accounts of Brazilian presidents associates"
25/07/2020,Kwara gov loses father
25/07/2020,"Tope Owoeye Wyclef, man who sexually harassed Ibadan lady in viral video, arrested"
25/07/2020,House probe report on NDDC didnt indict IMC Ojughoh
25/07/2020,"VIDEO: Many trapped as building collapses in Ebute Metta, Lagos"
25/07/2020,"Bandits killed my husband with machete, vowed to wipe our community Chibuak attack victim"
25/07/2020,Do not be reluctant to have your semen analysed
25/07/2020,Promoting Yoruba culture brought me into the limelight Oyinbo Jesu
25/07/2020,Ondo APC primary designed to favour Akeredolu Oke
25/07/2020,"Four shot as police, MASSOB clash in Imo"
25/07/2020,"How I resisted bullies in school Eboserenmhen, AAU graduate in wheelchair"
25/07/2020,Its shocking explosion killed my four kids in one day Father of Katsina victims
25/07/2020,Why zoning remains Central to 2023 debate
25/07/2020,"I cant afford to marry more than one wife Oba Abolarin, Orangun of Oke-lla"
26/07/2020,Why I dumped PDP – Dogara 
26/07/2020,"Reopening: Prioritise private varsities, Afe Babalola tells FG "
26/07/2020,"You can’t be godfather in Edo, Wike, Tambuwal, Secondus tell Oshiomhole "
26/07/2020,VIDEO: Lagos demolishes shops at Sangotedo Market 
26/07/2020,VIDEO: CCTV caught these two men robbing a pharmacy at Ibadan. Can you identify them? 
26/07/2020,"VIDEO: Many trapped as building collapses in Ebute Metta, Lagos "
26/07/2020,Police arrest two Ogun robbers in Lokoja 
26/07/2020,Police arrest boyfriend after lover dies of stomach ache 
26/07/2020,Man arrested in France for killing wife 
26/07/2020,Ogun’s strategic efforts on road rehabilitation 
26/07/2020,Check that anger before it hurts you 
26/07/2020,Tall order for financial inclusion in Nigeria 
26/07/2020,Mixed metaphors: New forensic jokes 
26/07/2020,COVID-19: A future of haves and have nots 
26/07/2020,Power steering fluid 
26/07/2020,"PDP, APC trade blame over Edo violence "
26/07/2020,"Oyetola/Aregbesola feud taking toll on governance in Osun –Akanfe, PDP acting chair "
26/07/2020,Ondo poll: Adelegan emerges ADC gov candidate 
26/07/2020,Buhari came into government without tested programmes – Yakasai 
26/07/2020,Poll: PDP considers Ondo deputy gov as Jegede’s running mate 
26/07/2020,No candidate yet for Lagos-East by-election — APC 
26/07/2020,How I lost out investing in Zoom -Peter Obi 
26/07/2020,Cleanup of less polluted sites in Ogoniland 70% complete — Dekil 
26/07/2020,Dealing with growing threat of cybersecurity breaches 
26/07/2020,Power distributors’ revenue collection hit N127bn in Q1 
26/07/2020,Non-oil export earnings rise to $1.21bn 
26/07/2020,Govt should discourage export of raw materials — Experts 
26/07/2020,"Most brain tumours caused by food, radiation, others —Neurosurgeon "
26/07/2020,Isolation centres vulnerable without oxygen plant – Physicians 
26/07/2020,"Bipolar disorder common in females, exposes them to sexual exploitation —Psychiatrist "
26/07/2020,EPL: Spurs qualify for Europe 
26/07/2020,Chelsea seal Champions League place 
26/07/2020,"Man United end Iheanacho, Ndidi’s Champions League dream "
27/07/2020,Mother kicks as IG orders DNA test for nine-year-old 
27/07/2020,I sold bad product to Edo people in 2016 – Oshiomhole 
27/07/2020,"Firm accuses NNPC officials, others of oil theft  "
27/07/2020,VIDEO: Lagos demolishes shops at Sangotedo Market 
27/07/2020,VIDEO: CCTV caught these two men robbing a pharmacy at Ibadan. Can you identify them? 
27/07/2020,"VIDEO: Many trapped as building collapses in Ebute Metta, Lagos "
27/07/2020,"Lagos container-laden truck falls on bus, kills two "
27/07/2020,"Truck somersaults, kills motor boy in Ogun "
27/07/2020,"Osun nurse hacks wife, two children to death "
27/07/2020,In memory of Sir (Chief) Bode Akindele 
27/07/2020,COVID-19 and 2020 WASSCE 
27/07/2020,Ogun’s strategic efforts on road rehabilitation 
27/07/2020,APC straw that broke Buhari’s camel back 
27/07/2020,Service chiefs and sanctity of Nigerian lives 
27/07/2020,Ngozi as the Best Candidate for WTO 
27/07/2020,I sold bad product to Edo people in 2016 – Oshiomhole 
27/07/2020,"Party chieftains lobby to be Akeredolu, Jegede’s running mates "
27/07/2020,"N141bn embezzlement: Okorocha’s aide faults report indicting ex-gov, Ihedioha "
27/07/2020,"PDP, APC trade words over Edo violence "
27/07/2020,"Akwa Ibom leaders’ group backs Igbo Presidency, wants restructuring "
27/07/2020,"PDP, APC trade blame over Edo violence "
27/07/2020,Expert seeks regular review of town planning schemes 
27/07/2020,Nigeria exports $81.48bn electricity on credit as country’s blackout persists 
27/07/2020,NNPC officials stole 48 million barrels of oil – Firm 
27/07/2020,14 airports now open to domestic flights – FG 
27/07/2020,COVID-19 affecting Nigerians’ ability to pay taxes – Osinbajo 
27/07/2020,IPAC demands review of N18bn road repair fund 
27/07/2020,"Most brain tumours caused by food, radiation, others —Neurosurgeon "
27/07/2020,Isolation centres vulnerable without oxygen plant – Physicians 
27/07/2020,"Bipolar disorder common in females, exposes them to sexual exploitation —Psychiatrist "
27/07/2020,Arteta backs Saka to play for England 
27/07/2020,"Osimhen’s deal not concluded yet, says Napoli director "
27/07/2020,CAF hails Egbo over Tirana’s historic feat 
28/07/2020,AfDB probe: Independent panel clears Adesina as election holds Aug  
28/07/2020,"NUT insists on PPE, others as SSS3 pupils resume Aug 4 "
28/07/2020,"DSS alleged planned subversion, threatens clampdown "
28/07/2020,[VIDEO] Edo Poll: Oshiomhole prays ‘special prayer’ for Obaseki 
28/07/2020,VIDEO: Lagos demolishes shops at Sangotedo Market 
28/07/2020,VIDEO: CCTV caught these two men robbing a pharmacy at Ibadan. Can you identify them? 
28/07/2020,Man electrocuted in Delta 
28/07/2020,"Ogun police arrest herbalist, four others for robbery "
28/07/2020,Subscribers accuse Lagos real estate firm of scam 
28/07/2020,Nigeria digging for gold with no lessons learnt 
28/07/2020,Azura agreements and import tariff on meters 
28/07/2020,In memory of Sir (Chief) Bode Akindele 
28/07/2020,Has Buhari given up on Nigeria? 
28/07/2020,"NDDC: Corruption? Nah, it’s their turn to eat "
28/07/2020,APC straw that broke Buhari’s camel back 
